0.9005070663,2.66070641,725.6058814,0.9420418676
1.150253817,2.945146112,820.6316337,1.219363081
1.373236238,3.208624689,895.960197,1.472153041
1.598627408,3.459667474,962.7052364,1.734308707
1.787240648,3.703453381,1021.60965,1.957817713
1.956255477,3.943429389,1074.858332,2.161901103
2.107225171,4.182056359,1124.317359,2.347283184
2.242346689,4.421194304,1170.818321,2.515895269
2.36211534,4.662318571,1215.019895,2.667632642
2.456742686,4.906648418,1257.009072,2.793216826
2.546226078,5.155228567,1297.989885,2.910210272
2.625806808,5.408981741,1337.921426,3.015397874
2.69449538,5.668744861,1375.9158,3.108377225
2.779541824,5.935296432,1413.00531,3.215653944
2.852880999,6.209371872,1467.980591,3.319613403
2.880567255,6.491680054,1484.332827,3.353316721
2.929933729,6.782911321,1538.31172,3.427091299
2.954504883,7.083748097,1552.083461,3.455435719
2.986016678,7.394868169,1604.716897,3.505182185
2.957621068,7.716952958,1615.125853,3.476110487
2.978850333,8.050691026,1648.831112,3.505420037
2.99018255,8.396779432,1676.343403,3.521420568
2.999837898,8.75592906,1709.282015,3.536181472
2.997959362,9.128868949,1734.39527,3.536678065
3.019363712,9.516345726,1772.663923,3.561469655
3.006799102,9.919125334,1793.455132,3.54843388
3.041705361,10.33800077,1840.272765,3.586866733
3.065658109,10.77378841,1840.938996,3.606851249
2.99269673,11.22733086,1869.287143,3.530488546
2.986993147,11.69950213,1895.258918,3.521578322
2.975199437,12.19120732,1916.947753,3.504931887
2.99927291,12.70338442,1964.467766,3.526217117
3.038965973,13.23700552,2015.514602,3.570327922
2.942382656,13.7930824,1986.099263,3.455419056
2.927173048,14.37266367,2006.077212,3.43298443
2.918189576,14.97684347,2031.974088,3.418025233
2.894655463,15.60675308,2044.550884,3.384712562
2.906135597,16.2635733,2089.541152,3.389853486
2.911496489,16.94853584,2138.511682,3.391053308
2.852065973,17.66291704,2110.067464,3.318658007
2.831777974,18.40805071,2126.203813,3.288803261
2.825240759,19.18532324,2157.92483,3.272377702
2.806170506,19.9961808,2176.202735,3.243144644
2.771378401,20.84212873,2177.175688,3.198232782
