0.9052124514,2.66070641,728.4316893,0.9474994491
1.002464705,2.787597059,765.3203861,1.053914719
1.120583716,2.909232403,810.077552,1.186186586
1.217265743,3.026718639,843.7932824,1.294598847
1.31605001,3.14090145,877.0796822,1.406699803
1.410106424,3.252443421,907.8457037,1.514517373
1.513907464,3.361875371,939.9098693,1.635571603
1.592059443,3.469630633,965.1869142,1.726225919
1.678117894,3.576068264,991.5862029,1.827704068
1.772854504,3.681491759,1016.545575,1.940728173
1.848267518,3.786158948,1040.376127,2.031149543
1.920511134,3.890293504,1063.383241,2.118453965
1.989616593,3.994090128,1085.636268,2.202603053
2.055676891,4.097721153,1107.210366,2.283638258
2.118729614,4.201339936,1128.174481,2.36153721
2.178799856,4.305084627,1148.595322,2.436269666
2.235897778,4.409080272,1168.52953,2.507787464
2.290083261,4.513441175,1188.02892,2.576107332
2.335420775,4.618272614,1207.13301,2.637214649
2.390060804,4.723671906,1225.872744,2.703363217
2.436082878,4.829730451,1244.276926,2.762484299
2.47955164,4.936533877,1262.366587,2.81864898
2.523927032,5.044162735,1280.308309,2.87639609
2.562273167,5.152693263,1297.500981,2.926370953
2.581787075,5.262199548,1315.252782,2.956997763
2.615637148,5.372751065,1332.491403,3.001814916
2.645305274,5.484415741,1348.651591,3.042277516
2.698415709,5.597259229,1365.558382,3.106619247
2.727719535,5.711344312,1381.9405,3.145849379
2.755323526,5.826733831,1398.123551,3.182962825
2.755861678,5.943487563,1414.161735,3.192293445
2.805727459,6.061665244,1429.916951,3.251134696
2.814748322,6.181325275,1451.969383,3.269089616
2.850176194,6.30252542,1460.973559,3.311681906
2.870327484,6.425322536,1476.238274,3.339266782
2.889175039,6.549773195,1491.332505,3.365144597
2.906776286,6.675933276,1506.260849,3.389379853
2.923183113,6.803859239,1521.026385,3.412030936
2.938446117,6.933605738,1535.631667,3.433154764
2.915021291,7.065229647,1550.171767,3.414035877
2.929423421,7.1987854,1565.749556,3.433726231
2.977411754,7.334329257,1577.677343,3.48691776
2.988978424,7.471916326,1592.500833,3.503456699
2.954628079,7.611604038,1606.345443,3.471100806
2.95954994,7.753447138,1618.704384,3.478954671
2.969684132,7.897503494,1633.61741,3.492785834
2.976400411,8.043828924,1647.174238,3.502533932
3.006753827,8.192481766,1671.878533,3.539202711
2.986642104,8.343519833,1673.430731,3.51769126
3.042972846,8.497001062,1686.280899,3.579146174
2.99743315,8.652984884,1700.758093,3.532699528
3.000502185,8.811530627,1713.531201,3.537304578
2.999876541,8.97269932,1724.6376,3.537931807
2.998500953,9.136550311,1735.253136,3.537319159
3.024932404,9.303147454,1760.491344,3.567774765
3.061731057,9.472550718,1790.44083,3.610518002
3.062403606,9.644825424,1773.003155,3.606285961
3.062860367,9.820034062,1784.825218,3.606861904
3.062799588,9.998243224,1796.506474,3.606696984
3.062239295,10.17951662,1808.047205,3.605816331
3.061197061,10.36392241,1819.447699,3.604244115
3.012310147,10.55152762,1838.910431,3.55327107
3.049418147,10.74240186,1871.284674,3.595825421
2.992284968,10.93661361,1850.121472,3.531080184
2.989768063,11.13423332,1861.061754,3.52736459
3.041583273,11.33533344,1905.34404,3.584080463
2.988146009,11.53998665,1885.936265,3.523724106
3.034827551,11.74826763,1927.436225,3.573944555
3.037342001,11.96025018,1905.645846,3.569347334
2.977281716,12.17601128,1917.599119,3.507528977
2.968140452,12.39562861,1923.63188,3.495105946
2.964833823,12.61918143,1934.945741,3.489914271
2.960097881,12.846749,1943.0688,3.482467499
2.959949823,13.07841215,1958.746322,3.481330823
2.947927047,13.31425573,1962.442279,3.464972762
2.959271153,13.55436249,1986.578665,3.476223209
2.938121572,13.79881754,1982.702383,3.450015267
2.931364191,14.04770879,1991.168617,3.440074986
2.969951997,14.30112444,2034.114332,3.479193993
2.925338743,14.55915407,2014.992485,3.42957495
2.928869527,14.82188847,2033.047263,3.431101794
2.911280249,15.08942371,2031.822799,3.40877774
2.899916336,15.36185164,2033.919155,3.392421231
2.906086187,15.6392697,2057.014878,3.398536751
2.890497753,15.9217761,2057.554632,3.377652048
2.892862054,16.20946982,2075.426018,3.377838053
2.870337355,16.50245185,2066.570781,3.34834337
2.876414521,16.80082653,2091.052976,3.353828312
2.854738767,17.10470028,2084.145785,3.325383195
2.884149622,17.41417493,2126.450335,3.353925383
2.87560234,17.7293661,2134.067921,3.341407368
2.845352468,18.05038035,2122.940529,3.307108327
2.859867665,18.3773306,2150.680368,3.316938834
2.814953172,18.71033348,2122.81676,3.265843299
2.803965631,19.04950543,2127.070315,3.249892625
2.795378872,19.39496386,2134.116362,3.237081988
2.801013599,19.74683096,2158.517642,3.241498724
2.812111276,20.10523041,2185.872575,3.246955803
2.802001968,20.47028519,2192.509632,3.232192433
2.760666255,20.84212873,2163.183622,3.185338504
